Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Street Name,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Nett Price($),Property Type,Number of Units,Tenure,Postal District,Market Segment,Floor Level
ASCENTIA SKY,"2,280,000","1,474.67","1,546",Jul-21,ALEXANDRA VIEW,Resale,Strata,137,"16,642",-,Condominium,1,99 yrs lease commencing from 2008,03,Rest of Central Region,36 to 40
THE METROPOLITAN CONDOMINIUM,"1,600,000","1,033.34","1,548",Jul-21,ALEXANDRA VIEW,Resale,Strata,96,"16,667",-,Condominium,1,99 yrs lease commencing from 2006,03,Rest of Central Region,21 to 25
THE METROPOLITAN CONDOMINIUM,"2,095,000","1,399.32","1,497",Jul-21,ALEXANDRA VIEW,Resale,Strata,130,"16,115",-,Condominium,1,99 yrs lease commencing from 2006,03,Rest of Central Region,21 to 25
QUEENS,"1,730,000","1,194.8","1,448",Jul-21,STIRLING ROAD,Resale,Strata,111,"15,586",-,Condominium,1,99 yrs lease commencing from 1998,03,Rest of Central Region,31 to 35
COMMONWEALTH TOWERS,"860,000",473.62,"1,816",Jul-21,COMMONWEALTH AVENUE,Resale,Strata,44,"19,545",-,Condominium,1,99 yrs lease commencing from 2013,03,Rest of Central Region,21 to 25
ALEX RESIDENCES,"1,728,000",925.7,"1,867",Jul-21,ALEXANDRA VIEW,Resale,Strata,86,"20,093",-,Apartment,1,99 yrs lease commencing from 2013,03,Rest of Central Region,16 to 20
CLYDESVIEW,"2,990,000","2,109.74","1,417",Jul-21,JERVOIS LANE,Resale,Strata,196,"15,255",-,Condominium,1,Freehold,03,Rest of Central Region,01 to 05
MERAPRIME,"1,760,000","1,097.93","1,603",Jul-21,JALAN BUKIT HO SWEE,Resale,Strata,102,"17,255",-,Condominium,1,99 yrs lease commencing from 2003,03,Rest of Central Region,31 to 35
RIVER PLACE,"1,355,000",968.76,"1,399",Jul-21,HAVELOCK ROAD,Resale,Strata,90,"15,056",-,Condominium,1,99 yrs lease commencing from 1995,03,Rest of Central Region,01 to 05
QUEENSWAY TOWER,"1,638,888","1,431.61","1,145",Jul-21,QUEENSWAY,Resale,Strata,133,"12,322",-,Apartment,1,Freehold,03,Rest of Central Region,06 to 10
ALEX RESIDENCES,"1,838,000",925.7,"1,986",Jul-21,ALEXANDRA VIEW,Resale,Strata,86,"21,372",-,Apartment,1,99 yrs lease commencing from 2013,03,Rest of Central Region,36 to 40
TWIN REGENCY,"2,680,000","1,442.38","1,858",Jul-21,KIM TIAN ROAD,Resale,Strata,134,"20,000",-,Condominium,1,Freehold,03,Rest of Central Region,06 to 10
PRINCIPAL GARDEN,"1,585,000",807.3,"1,963",Jul-21,PRINCE CHARLES CRESCENT,Resale,Strata,75,"21,133",-,Condominium,1,99 yrs lease commencing from 2014,03,Rest of Central Region,16 to 20
CENTRAL GREEN CONDOMINIUM,"2,200,000","1,528.49","1,439",Jul-21,JALAN MEMBINA,Resale,Strata,142,"15,493",-,Condominium,1,99 yrs lease commencing from 1992,03,Rest of Central Region,06 to 10
HARVEST MANSIONS,"1,150,000","1,022.58","1,125",Jul-21,HAVELOCK ROAD,Resale,Strata,95,"12,105",-,Apartment,1,99 yrs lease commencing from 1993,03,Rest of Central Region,01 to 05
ASCENTIA SKY,"1,690,000","1,011.82","1,670",Jul-21,ALEXANDRA VIEW,Resale,Strata,94,"17,979",-,Condominium,1,99 yrs lease commencing from 2008,03,Rest of Central Region,36 to 40
COMMONWEALTH TOWERS,"795,000",473.62,"1,679",Jul-21,COMMONWEALTH AVENUE,Resale,Strata,44,"18,068",-,Condominium,1,99 yrs lease commencing from 2013,03,Rest of Central Region,06 to 10
ECHELON,"1,970,000","1,001.05","1,968",Jul-21,ALEXANDRA VIEW,Resale,Strata,93,"21,183",-,Condominium,1,99 yrs lease commencing from 2012,03,Rest of Central Region,36 to 40
QUEENS,"1,580,000","1,184.04","1,334",Jul-21,STIRLING ROAD,Resale,Strata,110,"14,364",-,Condominium,1,99 yrs lease commencing from 1998,03,Rest of Central Region,36 to 40
ASCENTIA SKY,"2,098,000","1,474.67","1,423",Jul-21,ALEXANDRA VIEW,Resale,Strata,137,"15,314",-,Condominium,1,99 yrs lease commencing from 2008,03,Rest of Central Region,11 to 15
ECHELON,"910,000",452.09,"2,013",Jul-21,ALEXANDRA VIEW,Resale,Strata,42,"21,667",-,Condominium,1,99 yrs lease commencing from 2012,03,Rest of Central Region,06 to 10
COMMONWEALTH TOWERS,"1,730,000",904.18,"1,913",Jul-21,COMMONWEALTH AVENUE,Resale,Strata,84,"20,595",-,Condominium,1,99 yrs lease commencing from 2013,03,Rest of Central Region,21 to 25
EMERALD PARK,"1,580,000","1,237.86","1,276",Jul-21,INDUS ROAD,Resale,Strata,115,"13,739",-,Condominium,1,99 yrs lease commencing from 1991,03,Rest of Central Region,01 to 05
QUEENS,"1,980,000","1,410.08","1,404",Jul-21,STIRLING ROAD,Resale,Strata,131,"15,115",-,Condominium,1,99 yrs lease commencing from 1998,03,Rest of Central Region,21 to 25
THE ANCHORAGE,"2,350,000","1,420.85","1,654",Jun-21,ALEXANDRA ROAD,Resale,Strata,132,"17,803",-,Condominium,1,Freehold,03,Rest of Central Region,01 to 05
ALEXIS,"1,000,000",904.18,"1,106",Jun-21,ALEXANDRA ROAD,Resale,Strata,84,"11,905",-,Apartment,1,Freehold,03,Rest of Central Region,06 to 10
COMMONWEALTH TOWERS,"1,300,000",688.9,"1,887",Jun-21,COMMONWEALTH AVENUE,Resale,Strata,64,"20,313",-,Condominium,1,99 yrs lease commencing from 2013,03,Rest of Central Region,11 to 15
ALEXIS,"830,000",505.91,"1,641",Jun-21,ALEXANDRA ROAD,Resale,Strata,47,"17,660",-,Apartment,1,Freehold,03,Rest of Central Region,01 to 05
CENTRAL GREEN CONDOMINIUM,"1,400,000",947.23,"1,478",Jun-21,JALAN MEMBINA,Resale,Strata,88,"15,909",-,Condominium,1,99 yrs lease commencing from 1992,03,Rest of Central Region,01 to 05
ASCENTIA SKY,"1,625,000","1,011.82","1,606",Jun-21,ALEXANDRA VIEW,Resale,Strata,94,"17,287",-,Condominium,1,99 yrs lease commencing from 2008,03,Rest of Central Region,31 to 35
HARVEST MANSIONS,"1,160,000",947.23,"1,225",Jun-21,HAVELOCK ROAD,Resale,Strata,88,"13,182",-,Apartment,1,99 yrs lease commencing from 1993,03,Rest of Central Region,01 to 05
THE METROPOLITAN CONDOMINIUM,"1,690,000","1,033.34","1,635",Jun-21,ALEXANDRA VIEW,Resale,Strata,96,"17,604",-,Condominium,1,99 yrs lease commencing from 2006,03,Rest of Central Region,41 to 45
COMMONWEALTH TOWERS,"1,250,000",699.66,"1,787",Jun-21,COMMONWEALTH AVENUE,Resale,Strata,65,"19,231",-,Condominium,1,99 yrs lease commencing from 2013,03,Rest of Central Region,31 to 35
ALEX RESIDENCES,"852,500",473.62,"1,800",Jun-21,ALEXANDRA VIEW,Resale,Strata,44,"19,375",-,Apartment,1,99 yrs lease commencing from 2013,03,Rest of Central Region,01 to 05
REGENCY SUITES,"5,700,000","4,413.24","1,292",Jun-21,KIM TIAN ROAD,Resale,Strata,410,"13,902",-,Apartment,1,Freehold,03,Rest of Central Region,31 to 35
QUEENS,"1,570,000","1,194.8","1,314",Jun-21,STIRLING ROAD,Resale,Strata,111,"14,144",-,Condominium,1,99 yrs lease commencing from 1998,03,Rest of Central Region,01 to 05
TWIN REGENCY,"2,638,000","1,442.38","1,829",Jun-21,KIM TIAN ROAD,Resale,Strata,134,"19,687",-,Condominium,1,Freehold,03,Rest of Central Region,31 to 35
THE CREST,"1,560,000",828.83,"1,882",Jun-21,PRINCE CHARLES CRESCENT,Resale,Strata,77,"20,260",-,Condominium,1,99 yrs lease commencing from 2012,03,Rest of Central Region,11 to 15
CENTRAL GREEN CONDOMINIUM,"1,280,000",925.7,"1,383",Jun-21,JALAN MEMBINA,Resale,Strata,86,"14,884",-,Condominium,1,99 yrs lease commencing from 1992,03,Rest of Central Region,16 to 20
ALEXIS,"1,100,000",807.3,"1,363",Jun-21,ALEXANDRA ROAD,Resale,Strata,75,"14,667",-,Apartment,1,Freehold,03,Rest of Central Region,06 to 10
RIVER PLACE,"2,330,000","1,582.31","1,473",Jun-21,HAVELOCK ROAD,Resale,Strata,147,"15,850",-,Condominium,1,99 yrs lease commencing from 1995,03,Rest of Central Region,06 to 10
PRINCIPAL GARDEN,"1,550,000",796.54,"1,946",Jun-21,PRINCE CHARLES CRESCENT,Resale,Strata,74,"20,946",-,Condominium,1,99 yrs lease commencing from 2014,03,Rest of Central Region,01 to 05
PRINCIPAL GARDEN,"1,450,000",807.3,"1,796",Jun-21,PRINCE CHARLES CRESCENT,Resale,Strata,75,"19,333",-,Condominium,1,99 yrs lease commencing from 2014,03,Rest of Central Region,06 to 10
DOMAIN 21,"1,580,000","1,001.05","1,578",Jun-21,DELTA ROAD,Resale,Strata,93,"16,989",-,Condominium,1,99 yrs lease commencing from 2004,03,Rest of Central Region,16 to 20
PRINCIPAL GARDEN,"1,399,999",764.24,"1,832",Jun-21,PRINCE CHARLES CRESCENT,Resale,Strata,71,"19,718",-,Condominium,1,99 yrs lease commencing from 2014,03,Rest of Central Region,01 to 05
PRINCIPAL GARDEN,"1,510,000",785.77,"1,922",Jun-21,PRINCE CHARLES CRESCENT,Resale,Strata,73,"20,685",-,Condominium,1,99 yrs lease commencing from 2014,03,Rest of Central Region,11 to 15
COMMONWEALTH TOWERS,"1,820,000","1,054.87","1,725",Jun-21,COMMONWEALTH AVENUE,Resale,Strata,98,"18,571",-,Condominium,1,99 yrs lease commencing from 2013,03,Rest of Central Region,16 to 20
COMMONWEALTH TOWERS,"1,250,800",688.9,"1,816",Jun-21,COMMONWEALTH AVENUE,Resale,Strata,64,"19,544",-,Condominium,1,99 yrs lease commencing from 2013,03,Rest of Central Region,21 to 25
ECHELON,"2,410,000","1,474.67","1,634",Jun-21,ALEXANDRA VIEW,Resale,Strata,137,"17,591",-,Condominium,1,99 yrs lease commencing from 2012,03,Rest of Central Region,21 to 25
ASCENTIA SKY,"2,160,000","1,474.67","1,465",Jun-21,ALEXANDRA VIEW,Resale,Strata,137,"15,766",-,Condominium,1,99 yrs lease commencing from 2008,03,Rest of Central Region,11 to 15
ASCENTIA SKY,"1,590,000",947.23,"1,679",Jun-21,ALEXANDRA VIEW,Resale,Strata,88,"18,068",-,Condominium,1,99 yrs lease commencing from 2008,03,Rest of Central Region,11 to 15
RIVER PLACE,"3,203,850","2,066.69","1,550",Jun-21,HAVELOCK ROAD,Resale,Strata,192,"16,687",-,Condominium,1,99 yrs lease commencing from 1995,03,Rest of Central Region,01 to 05
HIGHLINE RESIDENCES,"1,550,000",699.66,"2,215",Jun-21,KIM TIAN ROAD,Resale,Strata,65,"23,846",-,Condominium,1,99 yrs lease commencing from 2013,03,Rest of Central Region,26 to 30
THE CREST,"3,233,000","1,657.66","1,950",Jun-21,PRINCE CHARLES CRESCENT,Resale,Strata,154,"20,994",-,Condominium,1,99 yrs lease commencing from 2012,03,Rest of Central Region,01 to 05
COMMONWEALTH TOWERS,"938,000",452.09,"2,075",Jun-21,COMMONWEALTH AVENUE,Resale,Strata,42,"22,333",-,Condominium,1,99 yrs lease commencing from 2013,03,Rest of Central Region,41 to 45
ALEX RESIDENCES,"1,310,000",678.13,"1,932",Jun-21,ALEXANDRA VIEW,Resale,Strata,63,"20,794",-,Apartment,1,99 yrs lease commencing from 2013,03,Rest of Central Region,16 to 20
COMMONWEALTH TOWERS,"2,020,888","1,076.4","1,877",May-21,COMMONWEALTH AVENUE,Resale,Strata,100,"20,209",-,Condominium,1,99 yrs lease commencing from 2013,03,Rest of Central Region,31 to 35
QUEENS,"2,317,000","2,281.97","1,015",May-21,STIRLING ROAD,Resale,Strata,212,"10,929",-,Condominium,1,99 yrs lease commencing from 1998,03,Rest of Central Region,36 to 40
ASCENTIA SKY,"2,530,000","1,819.12","1,391",May-21,ALEXANDRA VIEW,Resale,Strata,169,"14,970",-,Condominium,1,99 yrs lease commencing from 2008,03,Rest of Central Region,16 to 20
ECHELON,"2,000,000","1,001.05","1,998",May-21,ALEXANDRA VIEW,Resale,Strata,93,"21,505",-,Condominium,1,99 yrs lease commencing from 2012,03,Rest of Central Region,41 to 45
RIVER PLACE,"1,120,000",742.72,"1,508",May-21,HAVELOCK ROAD,Resale,Strata,69,"16,232",-,Condominium,1,99 yrs lease commencing from 1995,03,Rest of Central Region,06 to 10
DOMAIN 21,"1,350,000",904.18,"1,493",May-21,DELTA ROAD,Resale,Strata,84,"16,071",-,Condominium,1,99 yrs lease commencing from 2004,03,Rest of Central Region,01 to 05
COMMONWEALTH TOWERS,"855,000",441.32,"1,937",May-21,COMMONWEALTH AVENUE,Resale,Strata,41,"20,854",-,Condominium,1,99 yrs lease commencing from 2013,03,Rest of Central Region,11 to 15
PRINCIPAL GARDEN,"3,988,888","2,002.1","1,992",May-21,PRINCE CHARLES CRESCENT,Resale,Strata,186,"21,446",-,Condominium,1,99 yrs lease commencing from 2014,03,Rest of Central Region,21 to 25
THE METROPOLITAN CONDOMINIUM,"2,150,000","1,356.26","1,585",May-21,ALEXANDRA VIEW,Resale,Strata,126,"17,063",-,Condominium,1,99 yrs lease commencing from 2006,03,Rest of Central Region,06 to 10
THE ANCHORAGE,"2,350,000","1,646.89","1,427",May-21,ALEXANDRA ROAD,Resale,Strata,153,"15,359",-,Condominium,1,Freehold,03,Rest of Central Region,01 to 05
EMERALD PARK,"1,160,000",925.7,"1,253",May-21,INDUS ROAD,Resale,Strata,86,"13,488",-,Condominium,1,99 yrs lease commencing from 1991,03,Rest of Central Region,01 to 05
ECHELON,"1,420,000",731.95,"1,940",May-21,ALEXANDRA VIEW,Resale,Strata,68,"20,882",-,Condominium,1,99 yrs lease commencing from 2012,03,Rest of Central Region,26 to 30
QUEENS,"1,595,000","1,194.8","1,335",May-21,STIRLING ROAD,Resale,Strata,111,"14,369",-,Condominium,1,99 yrs lease commencing from 1998,03,Rest of Central Region,11 to 15
DOMAIN 21,"1,600,000","1,033.34","1,548",May-21,DELTA ROAD,Resale,Strata,96,"16,667",-,Condominium,1,99 yrs lease commencing from 2004,03,Rest of Central Region,16 to 20
EMERALD PARK,"1,220,000",925.7,"1,318",May-21,INDUS ROAD,Resale,Strata,86,"14,186",-,Condominium,1,99 yrs lease commencing from 1991,03,Rest of Central Region,01 to 05
TANGLIN VIEW,"1,300,000","1,130.22","1,150",May-21,PRINCE CHARLES CRESCENT,Resale,Strata,105,"12,381",-,Condominium,1,99 yrs lease commencing from 1997,03,Rest of Central Region,01 to 05
RIVER PLACE,"3,050,000","2,066.69","1,476",May-21,HAVELOCK ROAD,Resale,Strata,192,"15,885",-,Condominium,1,99 yrs lease commencing from 1995,03,Rest of Central Region,01 to 05
QUEENS,"1,540,000","1,194.8","1,289",May-21,STIRLING ROAD,Resale,Strata,111,"13,874",-,Condominium,1,99 yrs lease commencing from 1998,03,Rest of Central Region,11 to 15
TWIN REGENCY,"1,870,000",979.52,"1,909",May-21,KIM TIAN ROAD,Resale,Strata,91,"20,549",-,Condominium,1,Freehold,03,Rest of Central Region,01 to 05
ECHELON,"2,450,000","1,313.21","1,866",May-21,ALEXANDRA VIEW,Resale,Strata,122,"20,082",-,Condominium,1,99 yrs lease commencing from 2012,03,Rest of Central Region,21 to 25
QUEENS,"1,570,000","1,184.04","1,326",May-21,STIRLING ROAD,Resale,Strata,110,"14,273",-,Condominium,1,99 yrs lease commencing from 1998,03,Rest of Central Region,36 to 40
MERAPRIME,"1,481,800",839.59,"1,765",May-21,JALAN BUKIT HO SWEE,Resale,Strata,78,"18,997",-,Condominium,1,99 yrs lease commencing from 2003,03,Rest of Central Region,31 to 35
EMERALD PARK,"1,280,000",925.7,"1,383",May-21,INDUS ROAD,Resale,Strata,86,"14,884",-,Condominium,1,99 yrs lease commencing from 1991,03,Rest of Central Region,01 to 05
QUEENSWAY TOWER,"1,800,000","1,657.66","1,086",May-21,QUEENSWAY,Resale,Strata,154,"11,688",-,Apartment,1,Freehold,03,Rest of Central Region,11 to 15
ASCENTIA SKY,"2,450,000","1,819.12","1,347",May-21,ALEXANDRA VIEW,Resale,Strata,169,"14,497",-,Condominium,1,99 yrs lease commencing from 2008,03,Rest of Central Region,11 to 15
CENTRAL GREEN CONDOMINIUM,"1,890,000","1,291.68","1,463",May-21,JALAN MEMBINA,Resale,Strata,120,"15,750",-,Condominium,1,99 yrs lease commencing from 1992,03,Rest of Central Region,16 to 20
ALEX RESIDENCES,"1,700,000",925.7,"1,836",May-21,ALEXANDRA VIEW,Resale,Strata,86,"19,767",-,Apartment,1,99 yrs lease commencing from 2013,03,Rest of Central Region,11 to 15
THE METROPOLITAN CONDOMINIUM,"2,270,000","1,420.85","1,598",May-21,ALEXANDRA VIEW,Resale,Strata,132,"17,197",-,Condominium,1,99 yrs lease commencing from 2006,03,Rest of Central Region,21 to 25
RESIDENTIAL APARTMENTS,"1,125,000",753.48,"1,493",May-21,OUTRAM ROAD,Resale,Strata,70,"16,071",-,Apartment,1,Freehold,03,Rest of Central Region,01 to 05
COMMONWEALTH TOWERS,"853,000",441.32,"1,933",May-21,COMMONWEALTH AVENUE,Resale,Strata,41,"20,805",-,Condominium,1,99 yrs lease commencing from 2013,03,Rest of Central Region,16 to 20
ENG HOON MANSIONS,"2,030,000","1,593.07","1,274",May-21,ENG HOON STREET,Resale,Strata,148,"13,716",-,Apartment,1,Freehold,03,Rest of Central Region,01 to 05
ASCENTIA SKY,"1,600,000","1,011.82","1,581",May-21,ALEXANDRA VIEW,Resale,Strata,94,"17,021",-,Condominium,1,99 yrs lease commencing from 2008,03,Rest of Central Region,26 to 30
COMMONWEALTH TOWERS,"865,000",462.85,"1,869",May-21,COMMONWEALTH AVENUE,Resale,Strata,43,"20,116",-,Condominium,1,99 yrs lease commencing from 2013,03,Rest of Central Region,21 to 25
THE ANCHORAGE,"2,450,000","1,754.53","1,396",May-21,ALEXANDRA ROAD,Resale,Strata,163,"15,031",-,Condominium,1,Freehold,03,Rest of Central Region,01 to 05
ENG HOON MANSIONS,"2,000,000","1,593.07","1,255",May-21,ENG HOON STREET,Resale,Strata,148,"13,514",-,Apartment,1,Freehold,03,Rest of Central Region,01 to 05
ALEXIS,"745,000",409.03,"1,821",May-21,ALEXANDRA ROAD,Resale,Strata,38,"19,605",-,Apartment,1,Freehold,03,Rest of Central Region,01 to 05
COMMONWEALTH TOWERS,"1,735,800",904.18,"1,920",May-21,COMMONWEALTH AVENUE,Resale,Strata,84,"20,664",-,Condominium,1,99 yrs lease commencing from 2013,03,Rest of Central Region,21 to 25
THE CREST,"3,088,000","1,625.36","1,900",May-21,PRINCE CHARLES CRESCENT,Resale,Strata,151,"20,450",-,Condominium,1,99 yrs lease commencing from 2012,03,Rest of Central Region,16 to 20
THE REGENCY AT TIONG BAHRU,"2,500,000","1,270.15","1,968",May-21,CHAY YAN STREET,Resale,Strata,118,"21,186",-,Condominium,1,Freehold,03,Rest of Central Region,31 to 35
EMERALD PARK,"1,180,000","1,001.05","1,179",May-21,INDUS ROAD,Resale,Strata,93,"12,688",-,Condominium,1,99 yrs lease commencing from 1991,03,Rest of Central Region,01 to 05
ECHELON,"1,900,000","1,001.05","1,898",May-21,ALEXANDRA VIEW,Resale,Strata,93,"20,430",-,Condominium,1,99 yrs lease commencing from 2012,03,Rest of Central Region,31 to 35
COMMONWEALTH TOWERS,"1,318,888",688.9,"1,914",May-21,COMMONWEALTH AVENUE,Resale,Strata,64,"20,608",-,Condominium,1,99 yrs lease commencing from 2013,03,Rest of Central Region,36 to 40
ECHELON,"1,420,000",731.95,"1,940",Apr-21,ALEXANDRA VIEW,Resale,Strata,68,"20,882",-,Condominium,1,99 yrs lease commencing from 2012,03,Rest of Central Region,31 to 35
ENG HOON MANSIONS,"1,540,000","1,184.04","1,301",Apr-21,ENG HOON STREET,Resale,Strata,110,"14,000",-,Apartment,1,Freehold,03,Rest of Central Region,01 to 05
COMMONWEALTH TOWERS,"1,680,000",904.18,"1,858",Apr-21,COMMONWEALTH AVENUE,Resale,Strata,84,"20,000",-,Condominium,1,99 yrs lease commencing from 2013,03,Rest of Central Region,06 to 10
THE METROPOLITAN CONDOMINIUM,"1,950,000","1,399.32","1,394",Apr-21,ALEXANDRA VIEW,Resale,Strata,130,"15,000",-,Condominium,1,99 yrs lease commencing from 2006,03,Rest of Central Region,21 to 25
TANGLIN VIEW,"1,470,000","1,151.75","1,276",Apr-21,PRINCE CHARLES CRESCENT,Resale,Strata,107,"13,738",-,Condominium,1,99 yrs lease commencing from 1997,03,Rest of Central Region,01 to 05
THE ANCHORAGE,"2,750,000","1,829.88","1,503",Apr-21,ALEXANDRA ROAD,Resale,Strata,170,"16,176",-,Condominium,1,Freehold,03,Rest of Central Region,11 to 15
RIVER PLACE,"996,888",678.13,"1,470",Apr-21,HAVELOCK ROAD,Resale,Strata,63,"15,824",-,Condominium,1,99 yrs lease commencing from 1995,03,Rest of Central Region,01 to 05
RIVER PLACE,"1,200,000",828.83,"1,448",Apr-21,HAVELOCK ROAD,Resale,Strata,77,"15,584",-,Condominium,1,99 yrs lease commencing from 1995,03,Rest of Central Region,06 to 10
COMMONWEALTH TOWERS,"1,380,000",753.48,"1,832",Apr-21,COMMONWEALTH AVENUE,Resale,Strata,70,"19,714",-,Condominium,1,99 yrs lease commencing from 2013,03,Rest of Central Region,11 to 15
QUEENS,"1,630,000","1,184.04","1,377",Apr-21,STIRLING ROAD,Resale,Strata,110,"14,818",-,Condominium,1,99 yrs lease commencing from 1998,03,Rest of Central Region,31 to 35
THE METROPOLITAN CONDOMINIUM,"2,680,000","1,733","1,546",Apr-21,ALEXANDRA VIEW,Resale,Strata,161,"16,646",-,Condominium,1,99 yrs lease commencing from 2006,03,Rest of Central Region,16 to 20
QUEENS,"1,480,000","1,184.04","1,250",Apr-21,STIRLING ROAD,Resale,Strata,110,"13,455",-,Condominium,1,99 yrs lease commencing from 1998,03,Rest of Central Region,06 to 10
MERAPRIME,"1,865,000","1,173.28","1,590",Apr-21,JALAN BUKIT HO SWEE,Resale,Strata,109,"17,110",-,Condominium,1,99 yrs lease commencing from 2003,03,Rest of Central Region,26 to 30
THE ANCHORAGE,"1,750,000","1,162.51","1,505",Apr-21,ALEXANDRA ROAD,Resale,Strata,108,"16,204",-,Condominium,1,Freehold,03,Rest of Central Region,06 to 10
TANGLIN VIEW,"1,560,000","1,151.75","1,354",Apr-21,PRINCE CHARLES CRESCENT,Resale,Strata,107,"14,579",-,Condominium,1,99 yrs lease commencing from 1997,03,Rest of Central Region,06 to 10
ALEX RESIDENCES,"1,735,000",925.7,"1,874",Apr-21,ALEXANDRA VIEW,Resale,Strata,86,"20,174",-,Apartment,1,99 yrs lease commencing from 2013,03,Rest of Central Region,16 to 20
ECHELON,"1,480,000",731.95,"2,022",Apr-21,ALEXANDRA VIEW,Resale,Strata,68,"21,765",-,Condominium,1,99 yrs lease commencing from 2012,03,Rest of Central Region,16 to 20
CENTRAL GREEN CONDOMINIUM,"1,898,000","1,291.68","1,469",Apr-21,JALAN MEMBINA,Resale,Strata,120,"15,817",-,Condominium,1,99 yrs lease commencing from 1992,03,Rest of Central Region,16 to 20
PRINCIPAL GARDEN,"1,560,000",796.54,"1,958",Apr-21,PRINCE CHARLES CRESCENT,Resale,Strata,74,"21,081",-,Condominium,1,99 yrs lease commencing from 2014,03,Rest of Central Region,11 to 15
QUEENS,"1,500,000","1,194.8","1,255",Apr-21,STIRLING ROAD,Resale,Strata,111,"13,514",-,Condominium,1,99 yrs lease commencing from 1998,03,Rest of Central Region,01 to 05
ASCENTIA SKY,"1,625,000","1,001.05","1,623",Apr-21,ALEXANDRA VIEW,Resale,Strata,93,"17,473",-,Condominium,1,99 yrs lease commencing from 2008,03,Rest of Central Region,31 to 35
RIVER PLACE,"1,138,888",871.88,"1,306",Apr-21,HAVELOCK ROAD,Resale,Strata,81,"14,060",-,Condominium,1,99 yrs lease commencing from 1995,03,Rest of Central Region,06 to 10
